id,sentimen,tweet
1712,0,telkomsel abal handphone abal semuanya abal abal abal abal
1713,1,sehebathebatnya pertengkaran adalah pertengkaran yg akhirnya baikan lagisamasama sayang dan saling gamau kehilangan sahabat
1714,0,pernah tidakkamu bela2in jalan sama pacar padahal kamu lagi sakit
1715,1,tari pasambahan kenapa keren banget selalu takjub ngeliatnya
1716,0,hahaha iya sih tidakgangu kan mi saya canda kok mi jangan marah yah cumi
1717,1,3 bau nya ndak amis dan masih bersih 4 klo belanja di tpi dpt ikan ato cumi2 yg masih baru dan besar2 trus harganya bisa ditawar 5 klo ketemu nelayan bisa beli ikannya selain di pasr ikan yg harganya jauuhh lbh murah
1718,1,amin haha maci ya anyisâ selamat tahunan ya semoga ketemu sama taun taun berikutnya hap
1719,0,warga masyarakat singgahan tolak segala bentuk hoax dan mendukung pilkada damai tolakhoax lawanhoax pilkadadamai2018
1720,1,tuhan tidak memberi kita hati dan mulut untuk mengeluh dan mengomel malainkan ia mengajari kita untuk bersyukur melalui hati dan mulut kita selamat siang sahabatku
1721,1,respon positif dari persib seperti ini yang diharapkan dari tim sekelas persib semoga tetap konsisten persibday persibsalawasna persiblive psmsvprsb liga1kitasatu
1722,0,sakit tidakpakai bong nyentuh sekali malah apalahitu
1723,1,saik gancil gampil gampang wkwk sebentar gampil di jabrik2in ye cont
1724,1,terima kasih sudah tertawa semoga menjadi amal soleh dibulan mulia bisa membuat sesama hambanya ketawa bahagia
1725,1,jangan lupa bahagia hari ini cukup jalani hidup dengan penuh bahagia ketika hal yg buat kamu sedih senyum harus senyum angkat kepala biar mahkotamu tidak jatuh
1726,1,sukses deh buat lo ï½ alhamdulilah sehat juga baik tik alhamdulilah kamu sehat ï½
1727,0,yaallah telkomsel pagi2 ko ngajak gulat ya
1728,1,ga bosen ketopraknya enak kok at ketoprak cimeng pondok kelapa topcims httptcocxqqn8v5b4
1729,1,pastinya donk semangat ya feminis muda belajar ict nya olvyt
1730,0,tibalah kita di penghujung persimpangan di penghujung jalan cinta kita berdua terpaksa ku relakan tak daya ku halangkan kerna ku tahu cintamu bukan lagi milikku
1731,0,tiba stiap orangbegitulah kelihatannya mnjd ahl tentang islam dari presiden perdana menteri sastrawan picisan seolah smua siap memberikan kuliah ttg apa sbenarnya islam itu jk pengetahuan tsb bgtu mudh utk diperoleh mjd sangat aneh bahwasanya opini yg sngat salah meluas
1732,1,traktir dong mih hahahaha thank you monol mis you to nol
1733,0,pak kalo ga punya malu at least ngrasa punya dosa lah takut sama tuhan hee pak di jepang koruptor langsung nebas diri sendiri pake samurai di korea langsung sujud di depan khalayak umum mengundurkan diri saat itu jg gapake lama disini jd
1734,1,keberanian terbesar seorang lakilaki adalah pada saat ia berani datang ke rumah gadis yg disukainya kemudian duduk berhadapan langsung diantara suguhan kopi
1735,1,alhamdulillah goal suport unit penyambutan ri 1 semarang peresmian terminal baru airport a yani semarang tambahan 3 unit alpahard facelift 2018 mendarat dengan selamat
1736,0,ini org wajib dipenjarakan wajib dilaporkanini org yang memecah belah
1737,0,tertawa diatas kebodohannya itu luar biasa gak malu sama sekali dan mungkin urat malunya sudah putus sedangkan kita pasti mikirnya duh malah ketawa bukannya mikir
1738,0,hai para penghujat kpopers aku pikir musik itu selera kaya makan mie instan kamu suka mie sedap aku suka indomie aku suka korean kalian suka pop yg dandut and more simpel sekali hanya masalah pilihan yg nyaman di telinga aja kok
1739,1,yah padahal asik main nexian messenger nxm dulu juga sempet chatingan bareng raditya dika wlwlw habis nexian koid terus beralih kemana bebe
1740,1,begitu mulianya tugas orang tua membesarkan anak mengemban amanah dari tuhan untuk menjaga mendidik menyayangi dan memelihara anak berilah ia cinta dan kebutuhan lahir dan batinnya
1741,1,senang begitu banga amat kayaknya
1742,0,iya nih anjing manusia pada lebay muak gua liatnya
1743,0,benarbenar merasa tidakenak tapi semua di luar kendali q apa yang salah ya
1744,1,penutup thread ini adalah saya mohon kamu selalu inget saya sayang kamu ilysm to the moon and never back thanks for everything saranghae
1745,0,sibuk semua nih pft
1746,0,baik kalau soal ham mau tanya koruptor waktu maling mikirkan hak orang lain ngak koruptor itu sendiri adalah pelanggar ham cuma koruptor yang bela koruptor politisi bebal
1747,0,kata salah satu temen dan merasa benarnya juga zaman sekarang baik dan dekat itu kalo butuh kecuali kenal lama kadang yg kenalnya udah lama gt juga sih hahaha
1748,1,cinta terhadap negara merupakan bentuk bela tanah air jadilah pahlawan untuk negara dalam bentuk manifestasi menghargai tamu negara yang sedang di undang negara kita
1749,1,gogilang haha gua kalo malem2 laper suka ksono beli nasi uduk enak apa lagi sambelnya
1750,1,positif thinking ajasusu kental manis ga susu nyabesok2 pasti koq susunyasama ky 2019ganti presidenskrg blom presidennya kan
1751,0,ah basi yang itu yang lain dong hahaha haruskah aku menjadi matahari biar bisa menyinarip harimu aea har
1752,1,kok banyak yg protes yeini pemain bagus buat sundulanbayangin kalo oezil samaxhaka kasih umpan lambung terus yang nyamber ini bocahmayan kaga
1753,1,sore kak rica_â sudah makan kan d semangat terus ya kak
1754,0,baca dm saya scroll message di tgl 4juli saya sudah kirim bukti resi untuk pengembalian ongkir tolonh dong sistemnya di perbaiki jgn tanya terus2an pdhl sya sudah kasih data lengkap
1755,1,aak suka banget feel sehabis nonton sama kayak the greatest showman ikut nyanyi pas dancing queen dan mamma mia dan dancing queen yg ini jauuh lebih asik drpd yg versi meryl streep di film pertama hehe rasanya mau balik nonton lagi
1756,1,tambah kece nya kalau cowok sholat jumat ï½âï½ï½
1757,0,miris marah jengkel gedeg saya jeng jkt baru 5 tahun dilola oleh orangorang baik hny dlm waktu 5 bulan dirusak oleh orangorang gila
1758,0,kepada yang terhormat mohon untuk di kroscek pemesanan saya nomor pemesanan sensitiveno karna sudah 3 hari status masih di merchant mohonditindaklanjut
1759,1,sempurna itu ya saya sama kamu jadian hehe ï½âï½
1760,0,enak ya metal bong bobok di hotel prodeo di pecat mak mega hahahahaha makanya jangan sok metal lo kelar hidup lo terjerat ott pdip pecat bupati purbalingga lewat
1761,1,wkwk malese talah contoh suudzon dalam cemburu gaberani duduk sebelahan ketika dia doi dan kamu mikirnya tuhkan knp sih gamau sebelahan pasti biar ga dikira nempel terus ma aq wkwkkwwk pdhl gr2 sebelahmu dah temen yg lain
1762,0,sakit leher karena salah bantal itu menyiksa ï½âï½ _âï½ï½
1763,1,banyak banget yang nanya pas tau di hape apps twitter emang masih jaman ya main twitter yaelah hari gini main twitter ngapain ngapain main twitter coba hehe cuman bs gt sih ya senyum aja kalo balik lagi main twitter
1764,0,hahaha yop aries keuangan budget untuk liburan masih kurang yah
1765,0,please min jaringan wifi telkom kok lemot sekali padahal masih serumah cuma beda lantai aja atas sama bawah kenapa signalnya ngilang2 mulu
1766,0,orang pesimis mengeluhkan tentang angin
1767,1,selamat pagi ibu selamat pagi ayah ure my beloved everything â i m
1768,0,aku jahat memang jahat tapi semua apa boleh buat ku berdosa sunguh dosa karena ku rampas kebahagianya
1769,1,bahahahahajahahhaa penyakit emangg udahh wkwkw tahan aja ampe agustus lisa dtg kekokas niatnya liat lisa ngeri ujungnya kemana mana
1770,0,memang goblok kau ini kafir saya bilang masyumi vs pki zaman soekarno soekarno yg membubarkan masyumi zaman soeharto masyumi di izinkan kembali he anjiang kurok ang lai bisa baco ang jiang
1771,0,sepi sekali jadi kangen rumah guling
1772,0,trending topic yang trendy banget pro dan kontra wajar tapi yg komen yg dilakuin doski itu cuma caper dan lebay malah nyalahin nganggep salahnya joget dangdut ente mungkin harus cek posisi otak sama pantat barangkali ketuker otak kok isinya full of shit viavallen
1773,1,dan untukmu qyaraku jaga selalu bahagia ibumu jaga selalu senyum diwajahnya senyum yg selalu aku rindukan krn kau tau skrng kau lah sumber bahagia untuk dirinya hanya kau lah dunianya skrng semuanya lasti dia lakukan untukmu aku percaya padamu sobat kecil
1774,1,happy anniv bil wkwkwk langgeng terus sama radiitt gila radit niat loh foto foto ucapan annivnyaa sampe dibantuin jg sama cewe2 disini
1775,1,permen banyak yang rasanya manis tapi juga yang rasanya asem jujur saya suka sangat sama permen yang manis
1776,0,53x plesiran anggota dpr dalam setahun sama dgn 7x lipat dana untuk pemberantasan korupsi reformasidpr httptcolvvhor6tfr
1777,0,oia mav lupa st malu soalnya susah nih jawaban ice cream sih
1778,1,alhamdulilahirabilalamin untuk seluruh ibu diseluruh dunia semoga selalu sehat wal afiat dan bahagia selalu semangat ibu
1779,0,pelayanan nya kurang memuaskaann commuterline krl_jabodetabek payaahh _
1780,0,jgn hanya tau korupsi lalu uangnya dihamburkan utk negara lain dprri anda semua adalah pemegang amanah rakyat oleh karena rakyat anda bisa bersuara lantang dan oleh karena rakyat anda bisa menjadi terhormat lalu apakah anda bisa menghormati amanah rakyat ingat dan camkan
1781,1,oldmoneygangerasain itu mengingatkan masa kejayaan tahun 90an dan beruntung bisa ngerasain jadi anak pada jamannya semua tweet isi kekonyolan itu udah aku rasain juga
1782,0,betul betul mbah sya juga heran kok masih profkyaidan buya yang mau dibawah rok siembok yang setahu saya selama sekolah tidak terdapat satupun tulisan ataupun artikel yang memuat jasa siembok terhadap negara
1783,0,kamu tidakada hak buat males ya pengkhianat
1784,0,bullshit mereka semua rakyat yang akan sebagai penentu nasib indonesia bukan pada para tokoh elit maupun tokoh parpol tapi pada kekuatan rakyat
1785,0,sudah lama tidaklanjutin drama tapi butir soal belum selesai ï½ ï½
1786,0,tau aja urang paling lemah kalo berhadapan sama si nadia sayang banget akutu ga bisa nolak maunya bocah satu itu nad im gon na miss you so badly
1787,1,saat tadi 2 sejoli menyepakati berucap ikrar untuk sehidup semati di hadapan keluarga dan orang tersayang tanpa merubah apa yang mereka yakini masingmasing kepada sang maha cinta dan di tempat lain akhirnya sepasang manusia kembali bersatu di dalam pelukannya
1788,1,lihat aku sayang yang sudah berjuang menunggu mu datang menjemputmu pulang ingat selalu sayang hati ku kau genggam aku tak akan pergi menunggu kamu disini
1789,1,nasi uduk bude mantab
1790,0,gue benci hutang tapi jujur juga belum bisa 100 lulus dari jeratannya masih seneng sm dunia tapi kalo bisnis udah pake uang yang kita aja belum tau laku berapa tapi udah mendahului allah bakal abis buat nutupin tu bisnis
1791,0,ilcbpip satu lagi travel meler katanya anti asing tp sok2 bicara pake gaya asingmulut baulalu ko bikin apa pak kiyai
1792,0,kurangin intensitas berkabar jadi tak berkabar tiap hari yakali tiap hari banget begadang cuman buat face time dan telponan dikantor tidur namanya juga perjuangan det ya engga gitu juga sih bejuang ga sekonyol itu juga saatnya lah
1793,0,kapan ea masalah nya cepat klar
1794,0,mules ape males he bagi bahri sama bagi memeng mau ke sini juga daripada dikau kesepian disana d mules bang hah
1795,0,gurl cma gara2 dia publishing chat sexual harassment dia yg menurut lu alay caper baper lu sampe bawa2 masa lalu dia are u fvcking kidding me pantes aja indonesia ini banyak org yg ngalami pelecehan seksual lebih pilih diam aja ya gmna netizen macam lu masih banyak
1796,0,hallo mohon dibantu ya saya sudah menyerah dengan pengaduan saya di kantor cabang sabang jakarta pusatsaya lapor tanggal 2 mei 2018dimana masalahnya adalah ketika tarik tunai rekening terdebet tapi uang tidak keluarkatanya 14 hari kerja tapi sampe sekarang nihil
1797,0,untung ga yg nanggepin mayan malu kan kalo ngomong di grup ga yg nanggepin kadang kalo g yg nanggepin berati orang2 udah ngerti apa yg kamu maksud ga tujuan kamu ngomong seperti itu not funny to discuss sis perlu dipertanyakan lagi maksud amp
1798,0,deh coba itu st tidakboleh sudah tua oper lah pengen ni haha siapa saja kost pak
1799,1,mata najwa keren banget metro_tv
1800,1,iya calon ipa mah beda iya untung saya pintar ya vionaribka
1801,0,dan lebihnya speak up itu dikatain lebay cari sensasi dsb mereka ga mikir kalo mau speak up itu butuh keberanian karna sebenernya pelecehan itu aib tp kalo ga speak up itu orang jg ga bakal jera ga ngerasa mal
1802,1,wowon tersenyum ketika melihat kelakuan kekasih galaknya seperti biasa dia pasti terkena semprotan cinta yang selalu bei berikan padanya setiap hari tanpa pernah absen sini aku bawain belanjaannya wowon mengambil tas belanjaan milik bei
1803,0,mengajari doi matematika dan fisika kimia juga lalu menyemangati doi ketika uh bahkan ketika bersama pacar rl nya bertemu dengan doi yang cuman satu setengah jam hmm masa lalu
1804,0,tuhkan saya dikata anjing lagi si anjing anak dajal biadab haram seram babi
1805,0,sakit elu nyang bikin
1806,1,amin makasih tadz doanya insya alah pasti menang semangat ariemamankz1 semoga acaranya lancar aminï½
1807,0,ya kalau hanya cukup dengan minta maaf untuk apa polisi dan jaksa dan kalau dibiarkan tidak akn efek jera dan pelajaran untuk lainnya
1808,1,tuhan yesus baik
1809,0,oke coba koreksi ini sebagian besar org indonesia males dibuat pinter tapi justru happy dibuat bodoh hentikanacarapembodohan savetelevisiindonesia kpi cc
1810,1,duh sumpe ngakak hahaha jaman kalo ngetweet terus keliatan via blekberi itu lo udah masuk kategori anak gaul tingkat international ya duh susah sih kalo knalpot dikasi nyawa mah begitu jadinya
1811,1,menikmati seharian dikantor ï½love my desk at pt visi media asia viva â
1812,1,oke sayang folback kaka
1813,0,taulah kaya begitu saja d memang ngerti artinya kamu deh hahaha ciye â½ï½ï½ guteng itu
1814,1,gara gara lihat papa om dan sepupunya tiap akhir pekan nobar bola nayla jadi suka bola juga sedikiit tambah semangat pas nonton lagunya pakai jadibisa rameinbola bareng mereka
1815,1,bberapa tahun kemudian kesejahteraan keluarga makmak ini teus meningkat sampailah suaminya itu dpet pangkat yg tinggi kurang paham juga tentang pangkat2an di tni pokonya sudah hidup bekecukupan
1816,0,di indonesia orang berjalan lamban di angap sopan di jepang orang berjalan lamban di cap sebagai pemalas
1817,1,tuhan memiliki rencana yang indah tapi aku berharap keindahan itu kamu
1818,0,sepi kosong cem ati
1819,1,abis makan di bumen makan sosis padahal aliando blg udah kenyang dan dia mesen sosis mau yang size xl untungnya kosong dan akhirnya yang l gilasehh lo
1820,0,sudah berjuta kali bong dikasih tau pak harto hanya kejam pki bandit rampok lo keturunan kelompok mana bong hahahahaha
1821,1,berkelas permainan ahsan hendra httptcowrdmg2fith
1822,0,blm tentu yg bilang gitu kerja nya bener mending disebut plenga plengo tapi kerja nyata hasil banyak drpd banyak nyinyir hasil nol besar sukses selalu untuk pakde dan para pendukungnya
1823,0,duh ini teman kantor udah minta tukar shift dadakannelpon udah jam 9 baru nelpongue jadi bak bik buk gak jelassmasihh aja temen yg tololnya di makan semua
1824,1,teruslah tersenyum dunia tak sekejam kenyatanya d akhirat kehidupan sesunguhnya d
1825,1,seluruh kelas menertawakan yandi yang nyeletuk bilang pertanyaan anak sd lu mah hahahaha semua orang menganggap pertanyaan yandi hanya guyonan
1826,1,ï½â½ selamat hari jumat yang istimewa
1827,0,aku adalah seseorang yang seringkali menangis dibalik kebahagianmu
1828,1,pernyataan lansung tuhan bayar tunai terimakasih ya allah yg menguasai aib manusia terangkan lah terangkanlah
1829,0,anak sma habis perpisahan atau semacam wisuda sekolah foto bareng sama tementemennya sejawat dgn pakai kebaya lalu di post di ig dengan caption nanti siapa ya yang bakal nikah duluan ku langsung tertunduk lesu dan seraya ingin minum extra joss cuk
1830,0,ini telkomsel kaya tai yaa mau bals dm gak bisa kampreett
1831,0,semua tak sama tak pernah sama waktu yang terus berputar tidak akan pernah sama dengan yang tlah terjadi menikmati setiap detik keadaan itu akan lebih menghargai waktu yang tuhan berikan untuk kita
1832,0,manaa lg ini busway lama bgt gelar tiker juga nih â
1833,0,aku rasa hidup tanpa jiwa orang yang miskin atau kaya sama ganasnya terhadap harta bagai binatang di dalam rimba nocturno
1834,0,nah lho yg digadang2 bakal benerin dan majuin daerahnyamalah pesen barang aja ke luar negeri pdhl hasil kerajinan penduduk lokal aja byk yg bagus ga habis pikir deh gw giliran gini aja kalian g koar2klo toko sebelah polah dikit aja pedes tuh mulut klo diem aja
1835,0,baru pulang langsung dapat kabar duka
1836,1,suka sama sifat protectivenya bawelnya manjanya terus dia yg sayang banget sama nako cemburuan as always wkwk tapi ndapapa daddy nako selalu sayang daddy kok ehehe
1837,1,lagu ini saya persembahkan bwt pak jga pak walikota solo pak fx hadi rudyatmo karena membuat kota solo lebih dikenal luas berkat lagu solo yg dibuat solo
1838,0,kenapa octvni_ lah rt abelbellaa serba macet gara2 jokowi pakyuu
1839,1,kakak malam selamat malam kakak
1840,1,setiap manusia ini di media kok gk pingin baca beritanya tp lgsng baca komennya pasti seru fadli zon ragu tiga orang terduga teroris yang diamankan di kampus unri menjadikan gedung dpr atau dprd sebagai target pengeboman kenapa
1841,0,parraahh antriannya parah banget halte trans jakarta grogol i httptcorlsy9cg8of
1842,1,kalau yang paling saya inginkan dari seseorang yang saya sayang adalah waktu dan juga kesabaran saya tidak begitu peduli soal sebanyak apa dia bisa memberikan materi juga janjibila dia tidak bisa menyediakan waktu dan tidak mampu menghadapi kelemahan saya falafu
1843,1,rajin hadirkan diri dgn majlis ilmu supaya kita blh mantapkan lagi diri kita ilmu akan jd perisai diri kita ilmu dan akhlak kena seiring jgn lupa selalu berdoa yang baik utk diri sendiri dan org lain trus istiqamah menuju ke arah kebaikan
1844,0,kenapaka idih najis sudah numpang gatau diri bgt
1845,0,aku tidakakan pernah bisa lupain luka itu d
1846,1,naomiaku benarbenar sayang dan cinta sm kamu aku mohon terimalah cintaku yg tulus dr hati yg tedalam aku mencintai kamu
1847,1,dia itu beda dia yg ngenalin semua hal yg ga pernah gue tau sebelumnya dia yg gapernah nunjukin apa apa disosmed dia yg ngajarin gue buat cinta sama alam makanya gue gabisa move on ampe sekarang hes the one
1848,1,ibu pemilik cinta yang tak habis dibagi kasih sayang yang tak lelah diberi canda tawa yang terus menghiasi serta cerita yang akan terus terpatri
1849,0,jaringannya mati ya tidak bisa dibuka mobile jkn saya mau ke puskesmes trus piye mau tunjukkan kartu elektoniknya kecewa
1850,1,yoongii kangen banget ampe atit nih akunyaa akirnya update uga makin putih yaa ga pernah keluar kamar keknyaa selama summer yaa sayang anet ama yoongii
1851,1,rasa damai saat ku melihat matamuada rasa nyaman saat kau berada disampingku kau mewarnai hari2kumembuatku kembali ceria kini semua sirnakau tinggalkn lukakau pergi membawa separuh jiwakupantaskah kau tuk ku tangisi eeaa efekkebanyaknbacanovel
1852,0,ya allah udah 2 hari ini lasut kemarin bangun jam 10 padahal kerja jam 9 hari ini ingetnya kereta jam 11 taunya 845 ya allah semoga aku ga lasut jg hari h
1853,0,hari ini ketemu dia lagi setelah ganti nomor whatsapp dan dia gak save nomor w yg baru bikin w galau sampe skrng dan dengan muka imutnya dia nampakin mula gitu aja tadi senyum ngajak ngobrol ku terus buang muka padahal rindu
1854,1,nyesel baru nonton film romcom the wedding planner matthew mcconaughey jaman muda membuatku bahagia hanya dengan melihatnya tertawa halah baperlevelcupu ngayalbabu
1855,1,soresore nyomay enak nih hq indosat m2 grafiti building 2nd flor
1856,1,sumpah suparmannyah ganteng bingit ðð besok mesti lagi nonton man of steel ð¹
1857,0,fadli zon yakin pada dasarnya tak bibitbibit teroris di indonesia yang adalah kelompok ngaceng kekuasaan yang selalu jualan ga
1858,1,hehe yaudah sabar aja itu kan kalian yang mulai anaknya namanya siapa iya si cuma ya begitulah ka
1859,1,selamat hari buku
1860,1,terima kasih kakak cantik oktakenza hadiah handuk nutricluby lucuu gambar beruang semoga lancar terus rejeki dan kerjaany aamiin peluk sayang selalu utk anteu oktakenza
1861,1,semoga lancar sukses buat shownya nanti
1862,0,semua orang berhak bicara agama apalagi para koruptor kalo ketangkep disidang langsung ganti penampilan berjilbab pake peci pake baju koko dll maling mendadak religius
1863,1,berangkat pagi2 ngajar ampe jam 10 lgsg cus mau ke kampus pesen gojek 3kali krn kejauhan dr sekolah mau ke halte busway trs panas2 terik macet sepanjang jln karena lg bnyk penilangan naik tj alhamdulillah dpt duduk 2jam perjalanan mac
1864,0,tega amat sih bicara nya kaya begitu
1865,1,congratulations on your 1st holly communion xellent mommypapa ompungunty tulang bou uda amp
1866,0,bisa gak si ego u di kurangi dikit w gabisa kalo gini terus minimal sampe kerjaan ini kelar aja abis itu u slamanya gamau ktmu w jg gapapa
1867,1,self titled bin idris 2016 q tau mz haikal cs jago bgt bikin ambience jd nada di sigmun di album ini w kaget soalnya lagu2nya sm ambience di mv nya bener2 persis sm apa yg gue bayangin pas denger lagunya keren w suka lagu dalam wangi calm water rebahan
1868,0,salah satu efek merapi sama bom bagi orang yang mau bikin event negara lain takut ke jogja dan indonesia karena jadi aku lagi event internasional dan beberapa negara belum konfirmasi karena takut sama merapi sama teror juga moga merapi lekas reda moga ngga bom lagi
1869,1,alhamdulillah hari ini masih diberikan kesehatan dan kesempatan untuk mengukir sebuah kenangan agar kisah hidup kita semakin hari jadilebihbaik bijak bersedia sosial dengan dukungan koneksi internet yang lancar
1870,1,karna kesiangan lapar dan belum mandi pagi ini ku memulai hari dengan menguji kemultitaskingan diri sendiri dengan memasak mie sekaligus mandi nyalain kompor masukin telor mie lalu ku mandi beres mandi mie pun beres
1871,0,bilangnya begini ternyata begitu munafik sekali
1872,0,peng aku stalk akun twitternya juned dan memori sma benar2 kyk otomatically replay in my brain kangen kalian kangen dan isinya kangen ketawa ketiwi di kantin trs nongkrong di hums delima atau ke hums msg2 anggota buat mak
1873,1,enak juga nih ternyata ï½ at ketupat padang alam saiyo â
1874,0,ini apa an huh saya benci kamu ming saya benci a
1875,0,rumahnya di bawa kaya keong haha maksudnya alamatnya ka kasihan juga kalau disuruh bawa2 tepyhand temenya kalau
1876,0,bm naik makin tidakada nilainya sudah gaji saya bulan makin lama saja sudah saya tabung buat merid hahaha
1877,1,sedang mencoba freeman mask yang lemonmint sumpaah ini muka enak beett kek adem2 lucu gmn gtt karna mint nya mungkintp enak bet sih wkaka
1878,1,sumpah nih idola aku dewasa bgt ini alesannya aku ngidolain dia bangga bgt punya idola kayak dia makin sayang deh sm ldy semangat terus ya jaga kesehatan love you soo much much much much more
1879,1,dulu nisanya masih cimitcimit gak ngerti arti effort tapi sekarang klean semuah membuatkuh bangga apalagi yang barubaru pada lulus skrng pen bgt disembur satusatu pake jampejampe buat selalu terjaga semangat berjuang ditengah badai2 kehidupan nantinya
1880,0,sbyudhoyono jiwa nasionalisme pemimpin indonesia sudah keritis bukti yang kuat para penegak hukum sudah tidak adil para anggota dpr korup
1881,0,bupati purbalingga jawa tengah tasdi dipecat seketika dari pdi perjuangan setelah dipecat masa bisa nyaleg lagi setelah bebasaneh bin ajaib
1882,1,selamat datang di ibs bulan depan kaka wakakakak
1883,0,lebaytidak urusan dengan agama initapi murni keinginan orang2 mongol untuk menyatukan dunia dibawah khan agung
1884,1,gw suka gw mau ktmu gw ntn konser sndrian no prob yg penting di dalem gw have fun
1885,0,elaah serius amat blek org pinter gak pernah merasa pinter klo dia udah merasa ya berarti kurang pinter tugas kita belajar supaya gak seperti doi
1886,1,btw doa restu orang tua itu emang gilingan ya pas udah mentok nyari literatur tambahan nemu aja dong di rumah padahal dari kemarin udah panik kudu mesen dari banyumas apakah ini berkah ramadan
1887,0,rasa nya sakit bagi yang diselingkuhin hahaha
1888,0,pusing guweh
1889,0,sebenernya ga yang salah yang salah cuma moodku lagi ga bagus jadi semuanya terlihat ga bener dari dulu selalu aja moodku yg suka berubahubah ini yang jadi masalah
1890,0,talitaleoni norak tau jokowii busway ñîâïæ make gas aje pake naikk siaull tuhh
1891,1,jika rindu adalah penjara mengapa aku masih betah mendekam di dalamnya coba katakan bagaimana caranya agar terbebas dari kata yang serupa kutukan itu memburu dan terus melaju di setiap degub jantungku
1892,0,belajar agama yg tuntas jd nga ngarang dalam hidup isa saja disebut2 dialquran trus lu mau jelek2in isa bisa baca alquran ga
1893,1,karena cinta alasanku tersenyum pagi ini
1894,1,yeay akhirnya makasih â xi kramat jati indah plaza
1895,0,name
1896,1,_ semoga lebaran tahun ini banyak memberikan kegembiraan ungkap menpar antusias dan dengan harapan tinggi akan program ini bazarpesonamudiklebaran
1897,1,ini hari lahir terima kasih ka untuk tulisan2 di selalu jadi kata2 terbaik disaat hari lahir datang this word never old
1898,0,ngeri ternyata popok seklai pakai jadi pemicu utama infeksi saluran kencing jangan lengah dengan kepraktisan popok sekali pakai karena jika tak perhatikan hal ini bahaya bisa mendekati si kecil
1899,1,iya sayang kamu juga ya33
1900,0,ini air di kemanggisan mati dari sore gak info apa2 udh lapor katanya dr sistem gak gangguan tapi air mati ah serasa hidup di alam gaib
1901,1,lu pasti kaget kan knp gua bisa sayang sama lu gua jg gatau wkwk padahal gua baru juga putus yekan tapi lu tau sendiri kita deket udh lama udh sering tuker pikiran pendapat dan gua mau sekarang kita tuker perasaan
1902,1,dan untuk para tamu sekalian terimakasih sudah ikut acara ini mohon maaf mention kalian tidak dapat gua jawab satu persatu dikarenakan menjauhi dari limit terimakasih dan selamat malam salam sayang
1903,1,semoga bisa cepat meried _ amin
1904,1,mami kedua kanya tuh perasaan awal awal kalem kok makin kesini makin amberegul emeseyu aja low asik rame wkwkkwkw pokoka sayang mami
1905,0,lama ey _
1906,0,ngurusin neraka orang sampai bikin hastag calonpenghunineraka sedangkan sholatlu masih bolong bolong al quran mu masih tersimpan rapi di almari dan uangmu masih belum berkurang untuk sedekah pikir dong
1907,0,saling menyalahkan dan mencari pembenaran sendiri apakah itu bijak hal ini biasa karena basis suporter jg besar di tmbah provokator yg anjing pantangmunsur jakmania
1908,0,pahit pahit pahit audit diatas kepala sekali tidakbisa berkutik pahit pahit pahit ââï½ââ
1909,0,lah elu yang harusnya ditanya teh kenapa bisa berasumsi guw mah kacang tanpa kulit maksudnya apa hayo ke sana juga kan maksud loo
1910,0,makan ah stres at bakmi jogja mangun roso â
1911,1,tatkala semesta menciut menjadi sesosok makhluk tatkala sesosok makhluk meluas bahkan sampai menjangkau tuhan maka itulah cinta
1912,0,berapa halaman sudah lama amat wkwkwkb
1913,1,kalian pernah ngga sih ngerasain gmn rasanya telponan sm orang berjamjam videocall setiap malam share with them padahal bukan siapasiapa dan dia selalu meluangkan waktu buat nanya how was ur day sesibuk apapun dia
1914,1,pulang cepat mampir dulu yey facial timeâ klinik meds beauty
1915,0,jujur saja saya sedang mengalami kejenuhan di zona yang sekarang mulai jenuh dengan keseharian orang2 yg cuman itu2 aja obrolan yg itu2 aja dan semua yang ituitu aja
1916,0,gue emang cuek sih bgt bgt malah tp kl yg buat risih atau gak nyaman ya hati2 aja lah pokoknya jangan sampe gue ajak nongkrong breng
1917,1,hah benar mbak siapa kira2 gosipnya
1918,0,hallo sampai hari ini indohome msh belum bisa dipakai apakah masih serius bisnis telekomunikasi atau memang asal2an yang penting uang masuk ini sdh 2 minggu gak nyala sama sekali maunya gimana
1919,1,hahaha lha die gak ngomong2 juga tuh saat orang minta foto karena ragu dia manusia apa patung aku sempet punya niat pencet hidungnya hahaha tapi ketinggian
1920,1,iya semoga itu karya terbaik mu adalah skripsi mu dan lucua2n mu tapi harapan aku dari kamu adalah kesembuhanmu nold
1921,0,setujuu sudah banyak setan yg bersorban ngaku2 ulama hadits yg diucapkan hadits2 palsu
1922,1,rumah kotor 12 jam tanpa ibuk d rumah terus mikir ohh ini yang dirasain mamak kalo rumah berantakan i should give her a big thank for make me comfort at beautiful home
1923,0,jangan ngomong kamu harus gini biar kamu sukses itu kayak mau masuk sma kamu pengen ambil jurusan ips tapi dipaksa masuk ipa jadilah kamu anak yang salah jurusan rasanya gimana gak enak
1924,0,luar binasa kayaknya sih d cangih mah lewat wen ini mah sudah luar biasa kyakariel wkwk wah cangih juga
1925,0,kl gabisa ngurus anak gausah punya anak sih ya allah kasian bgt gue gak tega anak disiksa kayak gitu gue kl udah punya anak nanti bakalan gue sayang banget kenapasih harus melakukan kekerasan padahal anak kan titipan allah harus dijaga kl salah ya dikasih tau baik baik
